#Exponential aproximation (mean) vs Original set
#ExpMe(x), ExpMe(CDF) 
0.007796360130405237,0.5857665382435151
0.007959777002314978,0.5933484952341506
0.008126619200091946,0.6009462226976091
0.008296958520834915,0.6085567752831351
0.008470868266557402,0.6161771301378549
0.008648423275731726,0.6238041888270585
0.008829699955494083,0.6314347794985991
0.009014776314524917,0.6390656592982904
0.00920373199661823,0.6466935170426471
0.009396648314954691,0.6543149761547988
0.009593608287093146,0.6619265978687608
0.009794696670695385,0.6695248847065425
0.01,0.6771062842318378
0.01020960662306048,0.6846671930831525
0.01042360673976401,0.6922039612883528
0.01064209244064725,0.6997128968615908
0.01086515774652537,0.7071902706824975
0.01109289864895223,0.7146323216564041
0.01132541315152813,0.7220352621530941
0.01156280131207375,0.7293952837203193
0.01180516528568806,0.7367085630669212
0.01205260936870841,0.7439712683089513
0.01230524004359262,0.7511795654706923
0.01256316602474121,0.7583296252308762
0.0128264983052806,0.7654176299027923
0.01309535020482668,0.7724397806352694
0.01336983741824945,0.7793923048197859
0.01365007806546014,0.7862714636872128
0.01393619274224144,0.7930735600758609
0.01422830457214352,0.7997949463507199
