#Exponential aproximation (linear regression) vs Original set
#ExpLr(x), ExpLr(CDF) 
0.000186324631193156,0.000206720888122347
0.0001902301188668946,0.0002110534375701079
0.0001942174681489025,0.0002154767807543978
0.0001982883949127071,0.0002199928199517753
0.0002024446509976802,0.0002246034972768207
0.0002066880249629082,0.0002293107955161355
0.0002110203428568597,0.0002341167389788845
0.0002154434690031882,0.0002390233943657671
0.0002199593068030075,0.0002440328716558637
0.0002245697995539772,0.0002491473250122445
0.0002292769312865649,0.0002543689537060079
0.0002340827276178294,0.0002597000030597485
0.0002389892566231048,0.0002651427654114524
0.000243998629725955,0.0002706995810972668
0.0002491130026067791,0.0002763728394559184
0.0002543345761304648,0.0002821649798533388
0.0002596655972934873,0.0002880784927289382
0.0002651083601908536,0.0002941159206640842
0.0002706652070033241,0.0003002798594718969
0.0002763385290053172,0.0003065729593110245
0.0002821307675939471,0.0003129979258214011
0.0002880444153396298,0.0003195575212849855
0.000294082017058706,0.0003262545658094806
0.0003002461709085549,0.0003330919385374775
0.000306539529505653,0.0003400725788806902
0.000312964801067075,0.0003471994877800588
0.0003195247505759214,0.000354475728991277
0.0003262222009711667,0.0003619044303985186
0.0003330600343624589,0.000369488785354255
0.000340041193270371,0.0003772320540479379
0.000347168681892656,0.000385137564902549
0.0003544455673970436,0.0003932087160003483
0.0003618749812411277,0.0004014489765388207
0.0003694601205199302,0.0004098618883165983
0.0003772042493417001,0.0004184510672499142
0.0003851107002325569,0.0004272202049212526
0.000393182875570577,0.0004361730701605282
0.0004014242490499318,0.0004453135106579076
0.0004098383671757261,0.0004546454546114909
0.0004184288507901585,0.0004641729124084115
0.0004271993966306776,0.0004738999783420184
0.0004361537789208006,0.0004838308323631413
0.0004452958509942651,0.0004939697418692157
0.0004546295469532399,0.0005043210635302664
0.0004641588833612782,0.0005148892451520837
0.0004738879609717651,0.0005256788275793678
0.0004838209664925957,0.00053669444663762
0.0004939621743878316,0.0005479408351155568
0.0005043159487171359,0.0005594228247887134
0.0005148867450137498,0.0005711453484854578
0.0005256791122018419,0.0005831134421949713
0.0005366976945540476,0.0005953322472207478
0.0005479472336900282,0.0006078070123762824
0.0005594325706169377,0.0006205430962293867
0.0005711586478126435,0.0006335459693899148
0.0005831305113526219,0.0006468212168477816
0.000595353313081437,0.0006603745403575001
0.0006078323128297224,0.0006742117608734555
0.0006205728806776501,0.0006883388210346952
0.0006335804992658254,0.0007027617877018999
0.0006468607661546321,0.0007174868545470892
0.0006604193962330305,0.0007325203446960638
0.0006742622241778335,0.0007478687134265805
0.0006883952069645496,0.0007635385509220383
0.0007028244264308353,0.000779536585082341
0.0007175560918936921,0.0007958696843920476
0.000732596542821523,0.0008125448608500285
0.0007479522515621828,0.0008295692729569648
0.0007636298261282241,0.0008469502287671293
0.0007796360130405237,0.0008646951890016741
0.0007959777002314978,0.0008828117702268656
0.0008126619200091946,0.0009013077480984899
0.0008296958520834915,0.0009201910606720931
0.0008470868266557402,0.0009394698117828337
0.0008648423275731727,0.0009591522744947234
0.0008829699955494083,0.000979246894620367
0.0009014776314524918,0.0009997622943146434
0.000920373199661823,0.001020707275741439
0.000939664831495469,0.001042090824816433
0.0009593608287093146,0.001063922115027482
0.0009794696670695387,0.001086210511332619
0.001,0.00110896557413942
0.001020960662306047,0.001132197063366203
0.001042360673976401,0.001155914942586045
0.001064209244064725,0.001180129383257067
0.001086515774652537,0.001204850769038868
0.001109289864895223,0.001230089700198778
0.001132541315152813,0.001255856998107374
0.001156280131207375,0.001282163709827699
0.001180516528568806,0.001309021112797515
0.001205260936870841,0.001336440719608589
0.001230524004359262,0.001364434282883686
0.001256316602474122,0.001393013800253473
0.00128264983052806,0.001422191519435567
0.001309535020482668,0.001451979943418169
0.001336983741824945,0.001482391835748498
0.001365007806546014,0.001513440225931251
0.001393619274224143,0.001545138414936087
0.001422830457214352,0.001577499980818242
0.001452653925946781,0.001610538784454607
0.001483102514336103,0.001644268975395824
0.001514189325304352,0.001678704997838842
0.001545927736419478,0.001713861596720712
0.001578331405652117,0.001749753823937161
0.00161141427725302,0.001786397044687416
0.001645190587753661,0.001823806943948791
0.001679674872092653,0.001861999533082193
0.001714881969870541,0.001900991156573495
0.001750827031735723,0.001940798498910046
0.001787525525904235,0.001981438591598716
0.00182499324481615,0.002022928820324954
0.00186324631193156,0.002065286932258159
0.001902301188668946,0.002108531043504502
0.001942174681489024,0.002152679646710953
0.001982883949127072,0.002197751618823407
0.002024446509976802,0.002243766229001354
0.002066880249629082,0.002290743146692864
0.002110203428568597,0.002338702449872665
0.002154434690031882,0.002387664633446085
0.002199593068030075,0.002437650617822973
0.002245697995539772,0.002488681757664035
0.002292769312865649,0.002540779850802921
0.002340827276178294,0.002593967147348941
0.002389892566231048,0.002648266358970863
0.00243998629725955,0.002703700668368669
0.002491130026067791,0.002760293738934383
0.002543345761304648,0.002818069724607075
0.002596655972934872,0.00287705327992438
0.002651083601908536,0.002937269570275292
0.002706652070033241,0.002998744282358468
0.002763385290053173,0.003061503634847695
0.002821307675939471,0.003125574389271635
0.002880444153396298,0.00319098386110872
0.002940820170587061,0.003257759931103554
0.003002461709085549,0.003325931056807785
0.00306539529505653,0.003395526284350026
0.00312964801067075,0.003466575260438587
0.003195247505759214,0.003539108244602684
0.003262222009711667,0.003613156121674455
0.003330600343624588,0.003688750414517883
0.00340041193270371,0.003765923297008755
0.003471686818926559,0.003844707607269848
0.003544455673970436,0.003925136861166467
0.003618749812411277,0.004007245266066439
0.003694601205199302,0.004091067734870446
0.003772042493417001,0.004176639900316359
0.003851107002325569,0.004263998129563129
0.003931828755705771,0.004353179539059338
0.004014242490499318,0.004444222009701182
0.004098383671757262,0.00453716420228556
0.004184288507901585,0.004632045573262022
0.004271993966306777,0.004728906390790932
0.004361537789208006,0.004827787751111923
0.004452958509942651,0.004928731595228109
0.0045462954695324,0.005031780725911927
0.004641588833612782,0.005136978825037608
0.004738879609717651,0.005244370471247151
0.004838209664925958,0.00535400115795337
0.004939621743878316,0.005465917311688107
0.005043159487171359,0.00558016631080005
0.005148867450137497,0.005696796504507828
0.005256791122018419,0.005815857232315036
0.005366976945540477,0.005937398843793962
0.005479472336900281,0.006061472718741578
0.005594325706169377,0.006188131287716558
0.005711586478126435,0.00631742805296176
0.005831305113526219,0.006449417609719732
0.00595353313081437,0.006584155667946567
0.006078323128297224,0.006721699074430543
0.0062057288067765,0.00686210583532243
0.006335804992658254,0.007005435139083804
0.006468607661546321,0.007151747379859463
0.006604193962330305,0.007301104181281048
0.006742622241778335,0.007453568420707768
0.006883952069645496,0.007609204253911539
0.007028244264308352,0.007768077140212881
0.007175560918936921,0.007930253868074
0.00732596542821523,0.008095802581156164
0.007479522515621813,0.008264792804848153
0.007636298261282242,0.008437295473271877
0.007796360130405237,0.008613382956772497
0.007959777002314978,0.008793129089900265
0.008126619200091946,0.008976609199889296
0.008296958520834915,0.009163900135641834
0.008470868266557402,0.009355080297223317
0.008648423275731726,0.009550229665876153
0.008829699955494083,0.009749429834558287
